age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_allowed_loan
22.0,59000,RENT,6,DEBTCONSOLIDATION,16000,15.68,0.28,N,4,1,16000
22.0,33640,RENT,2,PERSONAL,12000,9.99,0.36,N,4,1,12000
22.0,30000,RENT,6,MEDICAL,10000,13.61,0.33,N,4,1,10000
22.0,30000,RENT,0,MEDICAL,10400,13.48,0.35,N,4,1,10400
22.0,93000,RENT,3,VENTURE,24000,13.22,0.27,N,2,1,24000
22.0,35000,RENT,2,DEBTCONSOLIDATION,14000,15.27,0.4,N,3,1,14000
22.0,54000,MORTGAGE,6,EDUCATION,12000,13.11,0.22,Y,3,1,12000
22.0,33000,RENT,0,PERSONAL,10800,7.51,0.33,N,4,1,10800
22.0,88000,OTHER,6,HOMEIMPROVEMENT,25000,15.58,0.29,N,2,1,25000
22.0,78996,RENT,0,DEBTCONSOLIDATION,15000,15.95,0.19,Y,3,1,15000
22.0,32918,RENT,3,VENTURE,13000,11.36,0.41,N,3,1,13000
22.0,54000,RENT,3,VENTURE,19000,13.49,0.35,N,3,1,19000
22.0,36000,RENT,4,PERSONAL,10000,15.58,0.28,N,4,1,10000
22.0,66000,RENT,3,EDUCATION,6000,10.99,0.09,N,4,1,6000
22.0,85000,RENT,6,VENTURE,35000,15.65,0.41,N,4,1,35000
22.0,30000,RENT,6,MEDICAL,10000,15.21,0.33,Y,3,1,10000
22.0,45000,RENT,6,DEBTCONSOLIDATION,16000,7.9,0.36,N,4,1,16000
22.0,39000,RENT,6,EDUCATION,16000,16.29,0.41,Y,3,1,16000
22.0,55000,MORTGAGE,7,MEDICAL,10000,16.49,0.18,Y,3,1,10000
22.0,44000,MORTGAGE,6,VENTURE,5000,10.65,0.11,N,3,1,5000
22.0,52000,MORTGAGE,3,MEDICAL,8000,15.62,0.15,N,3,1,8000
22.0,76500,RENT,0,MEDICAL,20000,14.61,0.26,N,2,1,20000
22.0,30000,RENT,0,VENTURE,8000,14.96,0.27,Y,3,1,8000
22.0,43000,RENT,2,MEDICAL,15800,14.91,0.37,N,2,1,15800
22.0,44004,RENT,1,VENTURE,5000,15.7,0.11,Y,2,1,5000
22.0,54000,RENT,5,HOMEIMPROVEMENT,3000,11.83,0.06,N,4,1,3000
22.0,40000,RENT,5,EDUCATION,12500,7.29,0.31,N,4,1,12500
22.0,54000,RENT,7,DEBTCONSOLIDATION,16000,16.32,0.3,N,4,1,16000
22.0,54500,MORTGAGE,1,EDUCATION,4000,10.0,0.07,N,2,1,4000
22.0,54000,RENT,6,HOMEIMPROVEMENT,5000,15.62,0.09,Y,3,1,5000
22.0,31200,RENT,0,HOMEIMPROVEMENT,2000,15.62,0.06,N,4,1,2000
22.0,45000,RENT,0,EDUCATION,15000,14.96,0.33,Y,4,1,15000
22.0,56000,RENT,3,DEBTCONSOLIDATION,18000,13.48,0.32,Y,4,1,18000
22.0,73000,RENT,7,HOMEIMPROVEMENT,12000,7.49,0.16,N,2,1,12000
22.0,28800,RENT,1,MEDICAL,1825,15.27,0.06,Y,3,1,1825
22.0,70550,RENT,6,MEDICAL,35000,16.77,0.42,Y,2,1,35000
22.0,36000,RENT,3,EDUCATION,12000,6.99,0.33,N,2,1,12000
22.0,69000,RENT,2,EDUCATION,6000,14.84,0.09,Y,4,1,6000
22.0,33000,RENT,3,DEBTCONSOLIDATION,3000,17.27,0.09,N,4,1,3000
22.0,48000,RENT,4,PERSONAL,15000,10.62,0.31,N,2,1,15000
22.0,46000,RENT,4,EDUCATION,14000,12.69,0.31,N,2,1,14000
22.0,42000,RENT,1,VENTURE,5000,16.45,0.12,N,2,1,5000
22.0,72000,RENT,2,PERSONAL,24000,11.36,0.33,N,4,1,24000
22.0,18000,RENT,2,MEDICAL,4000,11.86,0.22,N,4,1,4000
22.0,60350,RENT,1,MEDICAL,25000,14.84,0.35,N,4,1,25000
22.0,40000,RENT,0,EDUCATION,16000,13.06,0.4,Y,4,1,16000
22.0,54000,RENT,5,EDUCATION,6000,16.32,0.11,Y,2,1,6000
22.0,78000,MORTGAGE,3,DEBTCONSOLIDATION,25000,15.95,0.32,N,4,1,25000
22.0,54000,RENT,2,EDUCATION,20000,13.79,0.36,Y,3,1,20000
22.0,27600,RENT,0,EDUCATION,7500,12.73,0.28,Y,4,1,7500
22.0,66000,MORTGAGE,5,MEDICAL,21000,12.69,0.3,N,3,1,21000
22.0,32400,RENT,3,DEBTCONSOLIDATION,10000,7.66,0.31,N,3,1,10000
22.0,30000,RENT,3,PERSONAL,10000,14.22,0.33,Y,3,1,10000
22.0,30000,RENT,3,EDUCATION,3500,14.61,0.12,N,2,1,3500
22.0,50000,RENT,6,PERSONAL,14000,10.65,0.28,N,4,1,14000
22.0,93000,MORTGAGE,6,EDUCATION,20000,13.48,0.22,N,3,1,20000
22.0,30000,RENT,4,DEBTCONSOLIDATION,9600,14.22,0.32,N,4,1,9600
22.0,25600,RENT,2,EDUCATION,9000,8.9,0.35,N,4,1,9000
22.0,49000,RENT,6,DEBTCONSOLIDATION,12000,16.29,0.24,N,3,1,12000
22.0,55000,MORTGAGE,3,EDUCATION,9000,16.0,0.16,Y,3,1,9000
22.0,19200,RENT,1,DEBTCONSOLIDATION,7200,11.97,0.41,Y,3,1,7200
22.0,30000,RENT,2,EDUCATION,3600,14.96,0.12,Y,4,1,3600
22.0,60000,RENT,7,DEBTCONSOLIDATION,24000,14.84,0.4,N,4,1,24000
22.0,49074,MORTGAGE,6,DEBTCONSOLIDATION,9000,16.32,0.18,Y,4,1,9000
22.0,50000,RENT,6,VENTURE,12800,12.42,0.26,N,4,1,12800
22.0,33800,RENT,2,EDUCATION,13000,9.88,0.38,N,2,1,13000
22.0,27000,RENT,2,MEDICAL,9000,6.54,0.33,N,4,1,9000
22.0,58650,RENT,6,MEDICAL,15000,17.19,0.22,N,2,1,15000
22.0,27600,RENT,6,DEBTCONSOLIDATION,9800,11.12,0.35,N,2,1,9800
22.0,39000,RENT,0,EDUCATION,1500,18.64,0.04,N,2,1,1500
22.0,83000,RENT,6,VENTURE,20000,14.96,0.24,Y,2,1,20000
22.0,27996,RENT,4,MEDICAL,5500,15.21,0.2,Y,2,1,5500
22.0,46200,RENT,1,DEBTCONSOLIDATION,13800,15.96,0.29,Y,2,1,13800
22.0,58000,RENT,4,DEBTCONSOLIDATION,25000,14.38,0.43,N,2,1,25000
22.0,30000,RENT,6,DEBTCONSOLIDATION,10000,11.66,0.33,Y,3,1,10000
22.0,44000,RENT,1,DEBTCONSOLIDATION,4000,17.99,0.09,N,2,1,4000
22.0,54000,RENT,6,VENTURE,10000,11.99,0.19,N,3,1,10000
22.0,33600,RENT,1,EDUCATION,2800,18.25,0.08,N,3,1,2800
22.0,24000,RENT,0,EDUCATION,8000,11.12,0.33,N,4,1,8000
22.0,33000,RENT,4,DEBTCONSOLIDATION,16000,14.09,0.48,N,4,1,16000
22.0,60000,RENT,4,DEBTCONSOLIDATION,10000,14.54,0.17,Y,4,1,10000
22.0,35100,RENT,4,DEBTCONSOLIDATION,9400,16.07,0.27,Y,2,1,9400
22.0,50000,RENT,4,PERSONAL,15000,15.99,0.3,Y,2,1,15000
22.0,32000,RENT,1,EDUCATION,7200,10.2,0.23,N,4,1,7200
22.0,30000,RENT,5,PERSONAL,4750,11.71,0.16,N,2,1,4750
22.0,40000,RENT,6,PERSONAL,2100,15.21,0.05,Y,3,1,2100
22.0,54000,RENT,6,EDUCATION,24000,16.45,0.44,Y,3,1,24000
22.0,15000,RENT,1,EDUCATION,6000,11.71,0.4,N,3,1,6000
22.0,39000,RENT,1,PERSONAL,5000,14.09,0.13,Y,4,1,5000
22.0,31200,RENT,0,MEDICAL,6000,7.66,0.19,N,4,1,6000
22.0,71520,RENT,0,DEBTCONSOLIDATION,7000,14.96,0.1,N,3,1,7000
22.0,25200,RENT,1,HOMEIMPROVEMENT,13000,12.21,0.48,N,4,1,13000
22.0,50000,RENT,1,DEBTCONSOLIDATION,18000,8.9,0.36,N,2,1,18000
22.0,38004,RENT,0,MEDICAL,13000,11.58,0.34,N,3,1,13000
22.0,12996,RENT,0,PERSONAL,5500,14.59,0.43,N,2,1,5500
22.0,38000,RENT,0,PERSONAL,9000,18.3,0.24,N,4,1,9000
22.0,30000,RENT,2,DEBTCONSOLIDATION,12000,10.99,0.4,N,2,1,12000
22.0,30000,RENT,2,EDUCATION,10000,12.18,0.33,N,3,1,10000
22.0,69743,MORTGAGE,1,PERSONAL,13200,14.91,0.17,Y,3,1,13200
22.0,30000,RENT,5,DEBTCONSOLIDATION,10000,9.91,0.33,N,3,1,10000
22.0,35600,RENT,3,VENTURE,6000,7.29,0.17,N,2,1,6000
22.0,30000,RENT,1,DEBTCONSOLIDATION,10000,15.05,0.33,Y,4,1,10000
22.0,34000,RENT,6,MEDICAL,10000,9.63,0.29,N,2,1,10000
22.0,41000,RENT,0,PERSONAL,6000,14.84,0.15,Y,3,1,6000
22.0,86000,MORTGAGE,6,PERSONAL,6000,7.49,0.07,N,2,1,6000
22.0,34500,RENT,2,DEBTCONSOLIDATION,12000,16.89,0.35,N,4,1,12000
22.0,35000,RENT,3,EDUCATION,12000,11.71,0.34,N,3,1,12000
22.0,68400,MORTGAGE,0,DEBTCONSOLIDATION,10000,14.72,0.15,N,3,1,10000
22.0,40000,RENT,3,VENTURE,15000,11.14,0.38,N,4,1,15000
22.0,34000,RENT,4,DEBTCONSOLIDATION,4000,12.53,0.12,N,3,1,4000
22.0,29000,RENT,4,VENTURE,14000,13.23,0.48,N,4,1,14000
22.0,24000,RENT,1,PERSONAL,10000,7.88,0.42,N,2,1,10000
22.0,28000,RENT,4,EDUCATION,9500,12.17,0.34,N,2,1,9500
22.0,54000,MORTGAGE,2,DEBTCONSOLIDATION,2000,16.89,0.04,Y,4,1,2000
22.0,46000,RENT,2,VENTURE,16000,11.26,0.36,N,3,1,16000
22.0,42000,RENT,6,DEBTCONSOLIDATION,6000,15.99,0.14,N,3,1,6000
22.0,45012,RENT,6,EDUCATION,10000,12.73,0.22,N,4,1,10000
22.0,36996,RENT,2,DEBTCONSOLIDATION,5000,14.96,0.14,N,3,1,5000
22.0,24000,RENT,4,PERSONAL,9600,14.27,0.4,Y,4,1,9600
22.0,34992,RENT,1,EDUCATION,12000,13.87,0.34,N,2,1,12000
22.0,32400,RENT,6,EDUCATION,10000,7.49,0.31,N,3,1,10000
22.0,36000,RENT,1,VENTURE,2000,15.65,0.06,Y,2,1,2000
22.0,48400,RENT,6,VENTURE,11200,14.65,0.25,Y,3,1,11200
22.0,30000,RENT,0,DEBTCONSOLIDATION,10000,12.42,0.33,N,3,1,10000
22.0,27996,RENT,0,VENTURE,4200,15.95,0.15,N,4,1,4200
22.0,41500,RENT,2,VENTURE,7000,15.7,0.17,Y,3,1,7000
22.0,54000,MORTGAGE,2,MEDICAL,10000,16.29,0.19,N,2,1,10000
22.0,34000,RENT,0,DEBTCONSOLIDATION,2400,12.21,0.07,N,4,1,2400
22.0,29472,RENT,6,EDUCATION,14000,12.87,0.48,Y,4,1,14000
22.0,45996,RENT,2,PERSONAL,5000,9.25,0.11,N,3,1,5000
22.0,36000,RENT,6,VENTURE,12000,13.16,0.35,Y,4,1,12000
22.0,40000,RENT,0,MEDICAL,14125,9.91,0.35,N,3,1,14125
22.0,100000,MORTGAGE,5,DEBTCONSOLIDATION,8000,18.25,0.08,N,3,1,8000
22.0,32004,RENT,2,DEBTCONSOLIDATION,11000,15.62,0.37,N,3,1,11000
22.0,36000,RENT,3,EDUCATION,3000,16.0,0.08,N,3,1,3000
22.0,30000,RENT,0,PERSONAL,5000,14.96,0.17,Y,2,1,5000
22.0,20000,RENT,0,MEDICAL,4000,15.65,0.2,N,4,1,4000
22.0,54000,RENT,3,HOMEIMPROVEMENT,8000,13.49,0.14,Y,2,1,8000
22.0,30000,RENT,0,DEBTCONSOLIDATION,10000,12.21,0.33,N,4,1,10000
22.0,24000,RENT,0,EDUCATION,9600,12.18,0.4,N,4,1,9600
22.0,45000,RENT,4,EDUCATION,14400,10.36,0.32,N,2,1,14400
22.0,51600,RENT,1,EDUCATION,9000,10.59,0.17,N,3,1,9000
22.0,30000,RENT,0,PERSONAL,5000,14.61,0.17,N,2,1,5000
22.0,37392,RENT,3,MEDICAL,10800,14.11,0.28,N,2,1,10800
22.0,49000,RENT,3,MEDICAL,20000,16.0,0.38,N,2,1,20000
22.0,24996,RENT,0,MEDICAL,10000,13.22,0.4,N,2,1,10000
22.0,34000,RENT,6,DEBTCONSOLIDATION,5000,11.71,0.15,N,2,1,5000
22.0,51500,RENT,6,HOMEIMPROVEMENT,18000,16.35,0.34,N,3,1,18000
22.0,32000,RENT,6,VENTURE,15000,11.49,0.47,N,3,1,15000
22.0,54000,RENT,4,EDUCATION,17625,12.42,0.34,N,4,1,17625
22.0,44000,RENT,0,EDUCATION,5000,16.35,0.11,Y,4,1,5000
22.0,46000,RENT,2,VENTURE,4900,13.22,0.11,N,3,1,4900
22.0,58800,MORTGAGE,7,EDUCATION,5000,14.27,0.09,N,2,1,5000
22.0,30000,MORTGAGE,6,DEBTCONSOLIDATION,7750,14.59,0.26,Y,4,1,7750
22.0,40000,RENT,1,EDUCATION,13000,7.88,0.33,N,3,1,13000
22.0,30000,RENT,3,PERSONAL,15000,12.21,0.5,N,4,1,15000
22.0,30000,MORTGAGE,0,HOMEIMPROVEMENT,4000,11.78,0.13,N,3,1,4000
22.0,30000,RENT,3,EDUCATION,12250,11.36,0.41,N,3,1,12250
22.0,30000,RENT,1,DEBTCONSOLIDATION,6000,14.46,0.2,Y,3,1,6000
22.0,30000,RENT,2,EDUCATION,10000,6.92,0.33,N,4,1,10000
22.0,30000,RENT,0,VENTURE,10000,13.79,0.33,N,2,1,10000
22.0,39996,RENT,2,EDUCATION,1500,16.77,0.04,N,3,1,1500
22.0,69000,RENT,0,VENTURE,3775,18.25,0.59,N,4,1,3775
22.0,54000,RENT,2,EDUCATION,16000,16.32,0.3,N,3,1,16000
22.0,24000,RENT,0,HOMEIMPROVEMENT,2500,13.92,0.1,Y,3,1,2500
22.0,30000,RENT,6,DEBTCONSOLIDATION,10000,12.53,0.33,N,4,1,10000
22.0,37740,RENT,2,HOMEIMPROVEMENT,2400,14.11,0.06,Y,3,1,2400
22.0,64000,MORTGAGE,6,EDUCATION,12000,7.51,0.19,N,3,1,12000
22.0,78000,RENT,0,DEBTCONSOLIDATION,12000,14.96,0.15,Y,3,1,12000
22.0,28800,RENT,4,VENTURE,12250,7.51,0.44,N,2,1,12250
22.0,30000,RENT,3,DEBTCONSOLIDATION,10000,13.98,0.33,Y,4,1,10000
22.0,25920,RENT,4,PERSONAL,10000,10.65,0.39,N,3,1,10000
22.0,32000,RENT,0,EDUCATION,11000,10.75,0.35,N,4,1,11000
22.0,34000,RENT,6,EDUCATION,10000,11.71,0.29,N,2,1,10000
22.0,44000,RENT,2,HOMEIMPROVEMENT,7000,13.49,0.16,Y,2,1,7000
22.0,52000,RENT,6,EDUCATION,16000,14.22,0.31,Y,3,1,16000
22.0,30000,RENT,1,HOMEIMPROVEMENT,6000,15.62,0.2,N,4,1,6000
22.0,32000,RENT,5,PERSONAL,12000,13.06,0.38,Y,2,1,12000
22.0,30000,RENT,4,VENTURE,6000,13.49,0.2,N,3,1,6000
22.0,26400,MORTGAGE,0,PERSONAL,1000,11.71,0.04,N,2,1,1000
22.0,51312,RENT,6,EDUCATION,18000,12.21,0.35,N,4,1,18000
22.0,58650,MORTGAGE,6,MEDICAL,20000,14.42,0.27,N,4,1,20000
22.0,30000,RENT,0,VENTURE,15000,12.53,0.5,N,2,1,15000
22.0,29000,RENT,4,PERSONAL,10000,14.11,0.36,Y,2,1,10000
22.0,39000,RENT,1,PERSONAL,10000,14.96,0.26,N,3,1,10000
22.0,45000,RENT,0,PERSONAL,15000,10.65,0.33,N,3,1,15000
22.0,62900,RENT,2,MEDICAL,11000,17.04,0.14,Y,2,1,11000
22.0,29000,RENT,6,HOMEIMPROVEMENT,7750,16.7,0.27,Y,4,1,7750
22.0,49000,MORTGAGE,6,PERSONAL,7500,14.84,0.16,N,4,1,7500
22.0,61455,MORTGAGE,6,MEDICAL,5500,16.49,0.07,Y,3,1,5500
22.0,64000,RENT,2,HOMEIMPROVEMENT,15000,14.09,0.23,N,3,1,15000
22.0,59000,RENT,0,DEBTCONSOLIDATION,10800,14.59,0.17,Y,4,1,10800
22.0,42000,MORTGAGE,1,DEBTCONSOLIDATION,6000,15.96,0.14,N,4,1,6000
22.0,45000,RENT,0,DEBTCONSOLIDATION,13600,7.66,0.31,N,2,1,13600
22.0,20000,RENT,1,MEDICAL,4000,14.11,0.2,Y,4,1,4000
22.0,50000,RENT,6,DEBTCONSOLIDATION,20000,7.9,0.4,N,3,1,20000
22.0,39000,RENT,0,MEDICAL,4500,14.96,0.12,N,2,1,4500
22.0,36000,RENT,0,PERSONAL,3000,9.76,0.08,N,3,1,3000
22.0,31500,RENT,5,MEDICAL,15000,8.9,0.47,N,2,1,15000
22.0,54000,MORTGAGE,4,PERSONAL,8000,14.09,0.15,Y,3,1,8000
22.0,62400,OWN,0,DEBTCONSOLIDATION,5000,15.31,0.08,Y,2,1,5000
22.0,40000,RENT,2,PERSONAL,6000,14.84,0.15,N,3,1,6000
22.0,44000,MORTGAGE,2,EDUCATION,6400,16.49,0.15,Y,3,1,6400
22.0,30000,RENT,3,MEDICAL,14400,13.22,0.48,N,4,1,14400
22.0,88000,RENT,0,HOMEIMPROVEMENT,10000,17.14,0.1,Y,3,1,10000
22.0,54000,RENT,7,HOMEIMPROVEMENT,25000,15.57,0.46,Y,3,1,25000
22.0,39600,RENT,6,MEDICAL,5000,13.48,0.13,Y,2,1,5000
22.0,54000,RENT,2,MEDICAL,20000,18.62,0.37,Y,2,1,20000
22.0,50000,RENT,7,PERSONAL,12500,8.94,0.25,N,4,1,12500
22.0,35000,RENT,2,DEBTCONSOLIDATION,12000,7.29,0.34,N,2,1,12000
22.0,38400,RENT,5,EDUCATION,13000,7.88,0.34,N,3,1,13000
22.0,48000,MORTGAGE,6,DEBTCONSOLIDATION,6500,17.27,0.14,N,2,1,6500
22.0,33600,RENT,0,PERSONAL,10000,16.89,0.3,N,3,1,10000
22.0,39000,RENT,0,DEBTCONSOLIDATION,7400,14.84,0.19,N,3,1,7400
22.0,78000,RENT,6,DEBTCONSOLIDATION,10000,15.99,0.13,Y,4,1,10000
22.0,25000,RENT,6,EDUCATION,11200,7.51,0.46,N,4,1,11200
22.0,24000,RENT,6,DEBTCONSOLIDATION,4000,13.99,0.17,N,3,1,4000
22.0,66000,RENT,4,VENTURE,24000,12.21,0.36,N,2,1,24000
22.0,74000,MORTGAGE,5,EDUCATION,25000,12.18,0.34,N,4,1,25000
22.0,49000,RENT,6,DEBTCONSOLIDATION,8500,16.45,0.17,N,2,1,8500
22.0,12000,RENT,1,EDUCATION,4000,11.49,0.33,N,3,1,4000
22.0,33600,RENT,1,EDUCATION,13000,7.9,0.4,N,2,1,13000
22.0,56000,RENT,1,MEDICAL,10000,14.11,0.18,Y,4,1,10000
22.0,49700,RENT,0,VENTURE,15000,15.68,0.3,Y,2,1,15000
22.0,30000,RENT,0,MEDICAL,10000,13.48,0.33,N,3,1,10000
22.0,48000,RENT,4,DEBTCONSOLIDATION,20000,10.25,0.42,N,2,1,20000
22.0,29000,RENT,1,EDUCATION,4000,16.45,0.14,N,3,1,4000
22.0,36000,RENT,6,MEDICAL,10000,11.11,0.28,N,4,1,10000
22.0,18000,RENT,1,MEDICAL,3000,11.86,0.17,N,4,1,3000
22.0,31200,RENT,6,PERSONAL,8000,14.74,0.26,Y,3,1,8000
22.0,33000,RENT,2,EDUCATION,5000,13.22,0.15,N,4,1,5000
22.0,36000,RENT,5,VENTURE,16000,16.45,0.44,N,4,1,16000
23.0,48000,RENT,7,MEDICAL,8000,8.9,0.17,N,4,1,8000
23.0,50000,RENT,3,EDUCATION,18650,11.71,0.37,N,3,1,18650
23.0,45504,RENT,3,EDUCATION,8700,13.11,0.18,Y,2,1,8700
23.0,34296,RENT,7,DEBTCONSOLIDATION,12000,11.89,0.35,N,3,1,12000
23.0,44000,RENT,4,EDUCATION,8500,16.32,0.19,N,4,1,8500
23.0,30000,RENT,7,HOMEIMPROVEMENT,11000,5.79,0.37,N,3,1,11000
23.0,26000,RENT,1,EDUCATION,2400,15.65,0.09,Y,4,1,2400
23.0,79650,RENT,3,PERSONAL,6000,16.32,0.09,N,2,1,6000
23.0,36000,MORTGAGE,7,VENTURE,10000,14.27,0.28,N,4,1,10000
23.0,30000,RENT,3,MEDICAL,5000,15.99,0.17,Y,3,1,5000
23.0,24000,RENT,7,DEBTCONSOLIDATION,3500,14.11,0.14,Y,3,1,3500
23.0,34000,MORTGAGE,7,DEBTCONSOLIDATION,10000,14.54,0.29,N,2,1,10000
23.0,39000,RENT,1,EDUCATION,12000,13.22,0.31,Y,3,1,12000
23.0,98000,MORTGAGE,7,HOMEIMPROVEMENT,10000,6.62,0.1,N,2,1,10000
23.0,64000,RENT,1,HOMEIMPROVEMENT,9000,15.57,0.14,Y,2,1,9000
23.0,108000,RENT,3,VENTURE,35000,15.62,0.32,N,2,1,35000
23.0,30000,RENT,2,DEBTCONSOLIDATION,3000,13.11,0.1,Y,4,1,3000
23.0,83600,RENT,7,PERSONAL,15000,8.49,0.19,N,3,1,15000
23.0,78000,MORTGAGE,7,DEBTCONSOLIDATION,5000,5.42,0.06,N,4,1,5000
23.0,39000,RENT,2,PERSONAL,6000,10.37,0.15,N,3,1,6000
23.0,68400,MORTGAGE,7,PERSONAL,8000,11.11,0.12,N,4,1,8000
23.0,69996,RENT,0,PERSONAL,15000,15.21,0.19,N,4,1,15000
23.0,49000,RENT,0,MEDICAL,12000,14.61,0.24,N,3,1,12000
23.0,26000,RENT,0,PERSONAL,10000,18.62,0.38,N,2,1,10000
23.0,24000,RENT,3,PERSONAL,10625,15.65,0.4,N,3,1,10625
23.0,65856,RENT,5,DEBTCONSOLIDATION,20000,15.37,0.31,Y,4,1,20000
23.0,26000,RENT,0,PERSONAL,7000,14.96,0.27,Y,3,1,7000
23.0,33600,RENT,2,PERSONAL,12000,14.96,0.36,Y,4,1,12000
23.0,30000,RENT,2,VENTURE,10000,15.23,0.33,Y,3,1,10000
23.0,98000,RENT,1,EDUCATION,20000,16.4,0.2,N,2,1,20000
23.0,46800,MORTGAGE,5,MEDICAL,12000,10.38,0.26,N,3,1,12000
23.0,60000,RENT,5,MEDICAL,1375,11.11,0.02,N,3,1,1375
23.0,30000,RENT,3,VENTURE,5000,11.71,0.17,N,3,1,5000
23.0,39000,OWN,1,VENTURE,1000,17.14,0.03,Y,3,1,1000
23.0,70872,RENT,4,VENTURE,15000,16.49,0.21,Y,3,1,15000
23.0,54000,RENT,0,DEBTCONSOLIDATION,5000,17.27,0.09,Y,2,1,5000
23.0,54000,RENT,7,DEBTCONSOLIDATION,10000,15.31,0.19,Y,2,1,10000
23.0,43000,RENT,7,PERSONAL,13350,15.65,0.31,Y,4,1,13350
23.0,24000,RENT,1,EDUCATION,7000,8.9,0.29,N,3,1,7000
23.0,31000,RENT,3,DEBTCONSOLIDATION,12000,7.29,0.39,N,3,1,12000
23.0,19200,RENT,2,PERSONAL,3000,15.33,0.16,N,4,1,3000
23.0,40000,RENT,7,EDUCATION,15000,11.71,0.38,N,4,1,15000
23.0,61836,RENT,0,DEBTCONSOLIDATION,10000,17.93,0.16,Y,4,1,10000
23.0,39000,MORTGAGE,5,PERSONAL,3000,14.96,0.08,Y,2,1,3000
23.0,45000,RENT,4,EDUCATION,14000,6.17,0.32,N,4,1,14000
23.0,36000,RENT,4,MEDICAL,8000,16.32,0.22,Y,3,1,8000
23.0,74800,MORTGAGE,7,MEDICAL,15000,14.96,0.16,Y,2,1,15000
23.0,79000,RENT,0,PERSONAL,20000,17.04,0.25,Y,2,1,20000
23.0,58650,RENT,1,MEDICAL,25000,18.84,0.36,Y,4,1,25000
23.0,30000,RENT,1,PERSONAL,15000,11.48,0.5,N,4,1,15000
23.0,32000,RENT,7,DEBTCONSOLIDATION,11200,10.65,0.36,N,2,1,11200
23.0,60000,RENT,5,DEBTCONSOLIDATION,20000,11.36,0.33,N,4,1,20000
23.0,71400,MORTGAGE,7,MEDICAL,24250,11.83,0.3,N,3,1,24250
23.0,87550,RENT,1,VENTURE,7000,15.37,0.08,N,2,1,7000
23.0,33000,MORTGAGE,5,DEBTCONSOLIDATION,2500,13.49,0.07,Y,2,1,2500
23.0,80000,RENT,5,EDUCATION,25000,7.9,0.31,N,3,1,25000
23.0,25920,RENT,2,PERSONAL,10000,17.93,0.39,N,2,1,10000
23.0,30000,RENT,7,DEBTCONSOLIDATION,10000,13.24,0.33,Y,2,1,10000
23.0,88000,RENT,1,HOMEIMPROVEMENT,7000,14.91,0.08,N,2,1,7000
23.0,88000,RENT,2,HOMEIMPROVEMENT,18000,17.93,0.22,Y,4,1,18000
23.0,52700,MORTGAGE,3,MEDICAL,15000,15.21,0.29,N,2,1,15000
23.0,48000,RENT,2,VENTURE,16000,12.69,0.33,N,2,1,16000
23.0,78000,RENT,7,PERSONAL,25000,11.71,0.32,N,4,1,25000
23.0,42504,RENT,1,VENTURE,18250,16.4,0.43,N,2,1,18250
23.0,29000,RENT,5,PERSONAL,1200,13.57,0.04,N,3,1,1200
23.0,73500,RENT,7,MEDICAL,9000,12.98,0.11,Y,3,1,9000
23.0,26000,RENT,5,MEDICAL,12000,15.37,0.44,Y,2,1,12000
23.0,74000,MORTGAGE,7,PERSONAL,7500,10.59,0.1,N,3,1,7500
23.0,30000,RENT,1,HOMEIMPROVEMENT,10625,13.16,0.35,N,3,1,10625
23.0,67983,MORTGAGE,8,MEDICAL,18000,12.73,0.24,N,2,1,18000
23.0,39000,RENT,1,VENTURE,9500,15.37,0.24,Y,3,1,9500
23.0,69000,RENT,1,EDUCATION,10000,10.65,0.14,N,3,1,10000
23.0,55392,RENT,3,MEDICAL,6000,15.2,0.11,Y,3,1,6000
23.0,49000,RENT,5,DEBTCONSOLIDATION,3000,14.11,0.06,N,4,1,3000
23.0,33716,OWN,2,DEBTCONSOLIDATION,13750,19.91,0.41,Y,4,1,13750
23.0,50000,RENT,1,PERSONAL,20000,12.73,0.38,Y,4,1,20000
23.0,45000,RENT,0,PERSONAL,18250,11.83,0.43,N,4,1,18250
23.0,150500,RENT,7,PERSONAL,6400,15.99,0.04,N,2,1,6400
23.0,83000,MORTGAGE,7,VENTURE,20000,13.79,0.24,Y,2,1,20000
23.0,36500,RENT,5,DEBTCONSOLIDATION,14400,8.9,0.39,N,3,1,14400
23.0,61000,RENT,3,DEBTCONSOLIDATION,12000,10.38,0.2,N,3,1,12000
23.0,28800,RENT,2,MEDICAL,10000,13.61,0.37,N,3,1,10000
23.0,62900,RENT,7,MEDICAL,14000,15.28,0.19,N,2,1,14000
23.0,54000,RENT,7,DEBTCONSOLIDATION,15000,15.76,0.29,Y,4,1,15000
23.0,69000,MORTGAGE,5,HOMEIMPROVEMENT,1900,14.79,0.03,Y,3,1,1900
23.0,48000,RENT,3,VENTURE,20000,6.54,0.42,N,4,1,20000
23.0,28800,RENT,2,MEDICAL,5000,14.61,0.18,N,3,1,5000
23.0,104550,MORTGAGE,0,MEDICAL,25000,14.83,0.2,Y,4,1,25000
23.0,54000,RENT,5,MEDICAL,2250,10.99,0.04,N,3,1,2250
23.0,45000,RENT,3,EDUCATION,15000,14.22,0.33,Y,4,1,15000
23.0,50000,RENT,6,PERSONAL,18000,10.99,0.36,N,3,1,18000
23.0,24000,RENT,5,DEBTCONSOLIDATION,11500,11.48,0.48,N,4,1,11500
